Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;Unnamed: 15;Unnamed: 16
07/02/2005;05.00.00;0.6;879.0;-200.0;1.0;495.0;75.0;1147.0;73.0;753.0;623.0;3.3;44.6;0.3499;;
07/02/2005;06.00.00;0.6;900.0;-200.0;1.3;525.0;97.0;1090.0;85.0;780.0;696.0;3.6;44.5;0.3574;;
07/02/2005;07.00.00;0.8;963.0;-200.0;2.4;615.0;177.0;980.0;133.0;837.0;916.0;3.4;47.0;0.3713;;
07/02/2005;08.00.00;2.3;1183.0;-200.0;8.7;929.0;433.0;675.0;246.0;1037.0;1309.0;2.9;49.5;0.3775;;
07/02/2005;09.00.00;2.8;1161.0;-200.0;10.5;996.0;471.0;639.0;281.0;1067.0;1396.0;5.6;40.5;0.3704;;
07/02/2005;10.00.00;2.1;1102.0;-200.0;7.9;896.0;346.0;720.0;222.0;969.0;1226.0;7.5;33.8;0.352;;
07/02/2005;11.00.00;1.7;1029.0;-200.0;6.5;835.0;262.0;771.0;182.0;897.0;1002.0;10.8;25.2;0.3251;;
07/02/2005;12.00.00;1.4;973.0;-200.0;5.7;797.0;221.0;845.0;154.0;845.0;769.0;12.9;20.6;0.3045;;
07/02/2005;13.00.00;1.6;981.0;-200.0;6.2;820.0;265.0;807.0;168.0;876.0;784.0;12.2;21.4;0.3033;;
07/02/2005;14.00.00;1.4;960.0;-200.0;5.4;784.0;219.0;842.0;149.0;868.0;643.0;12.0;21.9;0.3069;;
07/02/2005;15.00.00;1.3;973.0;-200.0;4.9;761.0;235.0;862.0;156.0;865.0;682.0;12.2;24.0;0.3392;;
07/02/2005;16.00.00;1.4;968.0;-200.0;5.0;765.0;227.0;843.0;156.0;863.0;692.0;12.0;24.3;0.3393;;
07/02/2005;17.00.00;1.7;1022.0;-200.0;6.9;854.0;285.0;771.0;187.0;941.0;926.0;10.5;27.8;0.3525;;
07/02/2005;18.00.00;1.9;1067.0;-200.0;7.5;879.0;291.0;740.0;194.0;989.0;996.0;8.7;33.9;0.3832;;
07/02/2005;19.00.00;2.3;1101.0;-200.0;8.2;908.0;295.0;707.0;204.0;1025.0;1095.0;7.8;37.6;0.4004;;
07/02/2005;20.00.00;2.0;1081.0;-200.0;7.7;885.0;243.0;720.0;174.0;1017.0;1058.0;7.2;39.4;0.4032;;
07/02/2005;21.00.00;1.6;988.0;-200.0;4.5;738.0;209.0;843.0;154.0;906.0;893.0;7.1;39.6;0.4019;;
07/02/2005;22.00.00;1.0;932.0;-200.0;2.7;630.0;147.0;980.0;117.0;842.0;681.0;7.1;39.6;0.4001;;
07/02/2005;23.00.00;0.9;923.0;-200.0;2.3;602.0;117.0;1028.0;98.0;831.0;599.0;7.2;39.3;0.4004;;
08/02/2005;00.00.00;0.9;915.0;-200.0;2.1;589.0;105.0;1045.0;90.0;813.0;550.0;6.9;39.6;0.3966;;
08/02/2005;01.00.00;0.9;879.0;-200.0;1.4;534.0;84.0;1129.0;74.0;785.0;470.0;7.0;39.8;0.4006;;
08/02/2005;02.00.00;0.5;852.0;-200.0;0.8;479.0;51.0;1275.0;49.0;761.0;375.0;7.1;40.5;0.409;;
08/02/2005;03.00.00;0.4;844.0;-200.0;0.6;453.0;-200.0;1378.0;-200.0;748.0;337.0;6.9;40.9;0.4091;;
08/02/2005;04.00.00;0.5;878.0;-200.0;1.0;496.0;54.0;1182.0;54.0;782.0;451.0;6.0;42.9;0.404;;
08/02/2005;05.00.00;0.6;910.0;-200.0;1.3;524.0;74.0;1102.0;69.0;802.0;600.0;6.4;42.7;0.4126;;
08/02/2005;06.00.00;0.6;918.0;-200.0;1.6;551.0;114.0;1062.0;92.0;817.0;712.0;6.1;43.6;0.4129;;
08/02/2005;07.00.00;1.0;991.0;-200.0;3.0;653.0;228.0;944.0;146.0;885.0;931.0;5.9;45.1;0.4211;;
08/02/2005;08.00.00;2.1;1223.0;-200.0;10.0;979.0;455.0;658.0;224.0;1120.0;1332.0;6.0;46.4;0.4367;;
08/02/2005;09.00.00;2.9;1277.0;-200.0;15.1;1153.0;493.0;543.0;253.0;1268.0;1520.0;6.6;43.7;0.4273;;
08/02/2005;10.00.00;2.2;1114.0;-200.0;8.6;922.0;410.0;689.0;225.0;1022.0;1223.0;8.7;36.3;0.4074;;
08/02/2005;11.00.00;1.6;1088.0;-200.0;6.9;853.0;277.0;729.0;180.0;996.0;1122.0;10.5;33.4;0.4246;;
08/02/2005;12.00.00;1.8;1064.0;-200.0;7.6;881.0;340.0;727.0;194.0;979.0;1099.0;11.4;27.8;0.3748;;
08/02/2005;13.00.00;1.5;1047.0;-200.0;6.9;854.0;238.0;753.0;158.0;959.0;904.0;12.7;27.4;0.4011;;
08/02/2005;14.00.00;2.2;1075.0;-200.0;8.5;920.0;323.0;726.0;184.0;992.0;1022.0;13.3;23.3;0.354;;
08/02/2005;15.00.00;1.6;973.0;-200.0;5.3;777.0;286.0;858.0;165.0;844.0;719.0;13.9;20.7;0.3271;;
08/02/2005;16.00.00;1.5;942.0;-200.0;4.4;733.0;271.0;912.0;156.0;800.0;609.0;13.6;20.0;0.3093;;
08/02/2005;17.00.00;1.8;-200.0;-200.0;-200.0;-200.0;276.0;-200.0;172.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
08/02/2005;18.00.00;1.8;-200.0;-200.0;-200.0;-200.0;295.0;-200.0;194.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
08/02/2005;19.00.00;2.3;-200.0;-200.0;-200.0;-200.0;340.0;-200.0;208.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
08/02/2005;20.00.00;1.9;-200.0;-200.0;-200.0;-200.0;275.0;-200.0;187.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
08/02/2005;21.00.00;1.9;-200.0;-200.0;-200.0;-200.0;293.0;-200.0;187.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
08/02/2005;22.00.00;1.1;-200.0;-200.0;-200.0;-200.0;157.0;-200.0;127.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
08/02/2005;23.00.00;0.9;-200.0;-200.0;-200.0;-200.0;133.0;-200.0;107.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;00.00.00;0.8;-200.0;-200.0;-200.0;-200.0;120.0;-200.0;99.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;01.00.00;0.9;-200.0;-200.0;-200.0;-200.0;122.0;-200.0;100.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;02.00.00;0.7;-200.0;-200.0;-200.0;-200.0;80.0;-200.0;73.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;03.00.00;0.8;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;04.00.00;-200.0;-200.0;-200.0;-200.0;-200.0;88.0;-200.0;83.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;05.00.00;0.7;-200.0;-200.0;-200.0;-200.0;109.0;-200.0;92.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;06.00.00;0.6;-200.0;-200.0;-200.0;-200.0;120.0;-200.0;100.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;07.00.00;1.0;-200.0;-200.0;-200.0;-200.0;233.0;-200.0;149.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;08.00.00;1.7;-200.0;-200.0;-200.0;-200.0;394.0;-200.0;231.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;09.00.00;2.7;-200.0;-200.0;-200.0;-200.0;424.0;-200.0;245.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;10.00.00;3.3;-200.0;-200.0;-200.0;-200.0;446.0;-200.0;203.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;11.00.00;2.1;-200.0;-200.0;-200.0;-200.0;266.0;-200.0;165.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;12.00.00;2.0;-200.0;-200.0;-200.0;-200.0;261.0;-200.0;168.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;13.00.00;2.0;-200.0;-200.0;-200.0;-200.0;220.0;-200.0;151.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;14.00.00;2.3;-200.0;-200.0;-200.0;-200.0;241.0;-200.0;152.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;15.00.00;2.0;-200.0;-200.0;-200.0;-200.0;208.0;-200.0;144.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;16.00.00;2.1;-200.0;-200.0;-200.0;-200.0;215.0;-200.0;148.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;17.00.00;2.3;-200.0;-200.0;-200.0;-200.0;257.0;-200.0;176.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;18.00.00;3.1;-200.0;-200.0;-200.0;-200.0;355.0;-200.0;209.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;19.00.00;3.9;-200.0;-200.0;-200.0;-200.0;415.0;-200.0;240.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;20.00.00;3.8;-200.0;-200.0;-200.0;-200.0;349.0;-200.0;223.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;21.00.00;2.9;-200.0;-200.0;-200.0;-200.0;254.0;-200.0;187.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;22.00.00;2.2;-200.0;-200.0;-200.0;-200.0;228.0;-200.0;157.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
09/02/2005;23.00.00;1.9;-200.0;-200.0;-200.0;-200.0;156.0;-200.0;123.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;00.00.00;2.0;-200.0;-200.0;-200.0;-200.0;161.0;-200.0;126.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;01.00.00;1.8;-200.0;-200.0;-200.0;-200.0;123.0;-200.0;106.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;02.00.00;1.6;-200.0;-200.0;-200.0;-200.0;108.0;-200.0;95.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;03.00.00;1.5;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;04.00.00;1.4;-200.0;-200.0;-200.0;-200.0;95.0;-200.0;87.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;05.00.00;1.5;-200.0;-200.0;-200.0;-200.0;102.0;-200.0;88.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;06.00.00;1.7;-200.0;-200.0;-200.0;-200.0;178.0;-200.0;134.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;07.00.00;1.9;-200.0;-200.0;-200.0;-200.0;214.0;-200.0;156.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;08.00.00;3.3;-200.0;-200.0;-200.0;-200.0;492.0;-200.0;247.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;09.00.00;3.8;-200.0;-200.0;-200.0;-200.0;540.0;-200.0;289.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;10.00.00;4.3;-200.0;-200.0;-200.0;-200.0;604.0;-200.0;250.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;11.00.00;3.7;-200.0;-200.0;-200.0;-200.0;646.0;-200.0;232.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;12.00.00;2.7;-200.0;-200.0;-200.0;-200.0;418.0;-200.0;185.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;13.00.00;2.2;-200.0;-200.0;-200.0;-200.0;250.0;-200.0;147.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;14.00.00;2.4;-200.0;-200.0;-200.0;-200.0;226.0;-200.0;128.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;15.00.00;2.2;-200.0;-200.0;-200.0;-200.0;271.0;-200.0;131.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;16.00.00;2.3;-200.0;-200.0;-200.0;-200.0;288.0;-200.0;135.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;17.00.00;2.6;-200.0;-200.0;-200.0;-200.0;299.0;-200.0;149.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;18.00.00;4.2;-200.0;-200.0;-200.0;-200.0;534.0;-200.0;209.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;19.00.00;6.2;-200.0;-200.0;-200.0;-200.0;687.0;-200.0;243.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;20.00.00;8.4;-200.0;-200.0;-200.0;-200.0;1028.0;-200.0;276.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;21.00.00;4.5;-200.0;-200.0;-200.0;-200.0;605.0;-200.0;225.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;22.00.00;2.7;-200.0;-200.0;-200.0;-200.0;345.0;-200.0;194.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
10/02/2005;23.00.00;2.4;-200.0;-200.0;-200.0;-200.0;255.0;-200.0;164.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;00.00.00;2.3;-200.0;-200.0;-200.0;-200.0;211.0;-200.0;148.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;01.00.00;2.2;-200.0;-200.0;-200.0;-200.0;190.0;-200.0;136.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;02.00.00;2.0;-200.0;-200.0;-200.0;-200.0;149.0;-200.0;116.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;03.00.00;1.6;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;04.00.00;1.6;-200.0;-200.0;-200.0;-200.0;107.0;-200.0;91.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;05.00.00;1.5;-200.0;-200.0;-200.0;-200.0;98.0;-200.0;87.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;06.00.00;1.7;-200.0;-200.0;-200.0;-200.0;183.0;-200.0;123.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;07.00.00;1.8;-200.0;-200.0;-200.0;-200.0;224.0;-200.0;152.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;08.00.00;3.8;-200.0;-200.0;-200.0;-200.0;589.0;-200.0;267.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;09.00.00;5.9;-200.0;-200.0;-200.0;-200.0;700.0;-200.0;296.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;10.00.00;5.4;-200.0;-200.0;-200.0;-200.0;747.0;-200.0;291.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;11.00.00;4.7;-200.0;-200.0;-200.0;-200.0;746.0;-200.0;276.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;12.00.00;4.3;-200.0;-200.0;-200.0;-200.0;702.0;-200.0;250.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;13.00.00;5.4;-200.0;-200.0;-200.0;-200.0;723.0;-200.0;251.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;14.00.00;5.8;-200.0;-200.0;-200.0;-200.0;872.0;-200.0;275.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;15.00.00;6.1;-200.0;-200.0;-200.0;-200.0;1054.0;-200.0;312.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;16.00.00;7.1;-200.0;-200.0;-200.0;-200.0;1218.0;-200.0;340.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;17.00.00;6.6;-200.0;-200.0;-200.0;-200.0;1227.0;-200.0;326.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;18.00.00;6.5;-200.0;-200.0;-200.0;-200.0;1061.0;-200.0;284.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;19.00.00;7.1;-200.0;-200.0;-200.0;-200.0;1075.0;-200.0;289.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;20.00.00;4.9;-200.0;-200.0;-200.0;-200.0;641.0;-200.0;215.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
11/02/2005;21.00.00;4.0;1521.0;-200.0;16.8;1203.0;490.0;476.0;207.0;1400.0;2141.0;8.5;50.9;0.5664;;
11/02/2005;22.00.00;4.0;1428.0;-200.0;13.0;1085.0;550.0;526.0;213.0;1268.0;2023.0;8.3;53.3;0.5843;;
11/02/2005;23.00.00;3.6;1463.0;-200.0;12.6;1069.0;422.0;530.0;192.0;1279.0;1967.0;7.1;58.1;0.5885;;
12/02/2005;00.00.00;4.2;1494.0;-200.0;14.2;1124.0;541.0;504.0;211.0;1313.0;1931.0;5.8;64.3;0.5964;;
12/02/2005;01.00.00;4.3;1462.0;-200.0;12.9;1080.0;599.0;522.0;229.0;1274.0;1889.0;5.3;66.8;0.5979;;
12/02/2005;02.00.00;3.6;1326.0;-200.0;9.7;967.0;490.0;578.0;216.0;1174.0;1699.0;5.0;66.6;0.5871;;
12/02/2005;03.00.00;2.5;1185.0;-200.0;5.9;807.0;-200.0;685.0;-200.0;1051.0;1467.0;5.0;66.3;0.5811;;
12/02/2005;04.00.00;-200.0;1154.0;-200.0;5.5;788.0;223.0;709.0;146.0;1065.0;1390.0;5.1;65.9;0.5827;;
12/02/2005;05.00.00;1.4;1175.0;-200.0;6.6;839.0;214.0;670.0;136.0;1087.0;1371.0;4.1;69.0;0.5735;;
12/02/2005;06.00.00;1.4;1203.0;-200.0;7.3;870.0;274.0;641.0;156.0;1103.0;1427.0;4.6;67.6;0.5778;;
12/02/2005;07.00.00;1.6;1250.0;-200.0;8.8;933.0;338.0;620.0;176.0;1144.0;1489.0;5.2;65.5;0.5836;;
12/02/2005;08.00.00;2.3;1321.0;-200.0;11.9;1046.0;496.0;562.0;224.0;1263.0;1610.0;6.0;62.8;0.5929;;
12/02/2005;09.00.00;2.4;1323.0;-200.0;12.0;1049.0;433.0;550.0;207.0;1290.0;1619.0;7.1;59.3;0.6005;;
12/02/2005;10.00.00;2.7;1381.0;-200.0;11.9;1045.0;496.0;541.0;221.0;1307.0;1706.0;7.8;58.0;0.6136;;
12/02/2005;11.00.00;3.4;1480.0;-200.0;16.2;1186.0;615.0;498.0;229.0;1382.0;1882.0;9.0;54.7;0.6271;;
12/02/2005;12.00.00;3.1;1485.0;-200.0;17.6;1229.0;551.0;477.0;208.0;1450.0;1911.0;10.0;53.1;0.6495;;
12/02/2005;13.00.00;3.6;1522.0;-200.0;17.6;1229.0;575.0;470.0;207.0;1488.0;1943.0;10.8;52.0;0.6738;;
12/02/2005;14.00.00;3.8;1570.0;-200.0;17.5;1224.0;575.0;468.0;216.0;1448.0;2020.0;11.0;51.4;0.6746;;
12/02/2005;15.00.00;3.3;1507.0;-200.0;15.7;1170.0;574.0;488.0;224.0;1392.0;1999.0;11.0;51.4;0.6725;;
12/02/2005;16.00.00;3.4;1540.0;-200.0;16.7;1202.0;582.0;475.0;225.0;1440.0;2008.0;10.9;52.0;0.6796;;
12/02/2005;17.00.00;3.7;1556.0;-200.0;17.1;1214.0;658.0;472.0;227.0;1435.0;2026.0;11.1;52.0;0.6869;;
12/02/2005;18.00.00;4.6;1707.0;-200.0;23.0;1378.0;851.0;416.0;248.0;1637.0;2225.0;11.0;53.6;0.7033;;
12/02/2005;19.00.00;5.0;1766.0;-200.0;24.6;1419.0;903.0;404.0;251.0;1659.0;2317.0;11.0;55.1;0.7221;;
12/02/2005;20.00.00;5.7;1846.0;-200.0;26.8;1474.0;952.0;389.0;265.0;1712.0;2426.0;11.4;55.4;0.7471;;
12/02/2005;21.00.00;5.2;1795.0;-200.0;23.2;1382.0;894.0;410.0;262.0;1609.0;2355.0;11.1;56.9;0.7506;;
12/02/2005;22.00.00;5.0;1755.0;-200.0;22.0;1352.0;839.0;417.0;241.0;1587.0;2375.0;10.2;60.0;0.7461;;
12/02/2005;23.00.00;4.5;1738.0;-200.0;20.4;1309.0;743.0;424.0;231.0;1543.0;2494.0;10.1;59.9;0.7379;;
13/02/2005;00.00.00;4.1;1712.0;-200.0;18.0;1239.0;671.0;443.0;229.0;1488.0;2411.0;9.9;63.2;0.7706;;
13/02/2005;01.00.00;4.1;1751.0;-200.0;18.5;1255.0;689.0;435.0;221.0;1541.0;2226.0;9.4;73.4;0.8662;;
13/02/2005;02.00.00;3.1;1574.0;-200.0;13.3;1093.0;478.0;497.0;180.0;1451.0;1808.0;9.4;77.7;0.9203;;
13/02/2005;03.00.00;2.7;1458.0;-200.0;11.3;1024.0;-200.0;530.0;-200.0;1413.0;1571.0;9.6;78.7;0.9429;;
13/02/2005;04.00.00;2.8;1515.0;-200.0;12.5;1066.0;345.0;508.0;140.0;1430.0;1548.0;8.9;81.3;0.9277;;
13/02/2005;05.00.00;2.9;1491.0;-200.0;11.5;1031.0;373.0;515.0;153.0;1387.0;1541.0;8.5;82.9;0.9243;;
13/02/2005;06.00.00;2.6;1453.0;-200.0;10.9;1012.0;324.0;534.0;150.0;1348.0;1441.0;8.3;84.0;0.9234;;
13/02/2005;07.00.00;2.6;1443.0;-200.0;10.7;1003.0;341.0;542.0;145.0;1356.0;1396.0;8.1;85.0;0.9221;;
13/02/2005;08.00.00;2.8;1473.0;-200.0;11.9;1047.0;424.0;522.0;149.0;1420.0;1411.0;8.7;83.7;0.9423;;
13/02/2005;09.00.00;3.3;1548.0;-200.0;13.4;1097.0;522.0;491.0;155.0;1477.0;1497.0;9.5;82.4;0.976;;
13/02/2005;10.00.00;3.2;1586.0;-200.0;13.0;1084.0;492.0;495.0;158.0;1473.0;1619.0;11.0;78.2;1.022;;
13/02/2005;11.00.00;3.3;1488.0;-200.0;11.2;1023.0;492.0;533.0;188.0;1456.0;1590.0;14.1;67.9;1.0859;;
13/02/2005;12.00.00;1.5;1220.0;-200.0;5.5;787.0;204.0;675.0;154.0;1310.0;1163.0;16.3;56.6;1.0422;;
13/02/2005;13.00.00;1.2;1198.0;-200.0;4.9;758.0;142.0;698.0;107.0;1277.0;1001.0;18.7;48.0;1.0259;;
13/02/2005;14.00.00;1.1;1168.0;-200.0;6.5;836.0;118.0;666.0;92.0;1278.0;822.0;19.5;39.3;0.882;;
13/02/2005;15.00.00;1.7;1149.0;-200.0;8.4;917.0;126.0;616.0;106.0;1293.0;773.0;19.9;34.1;0.782;;
13/02/2005;16.00.00;1.0;1052.0;-200.0;4.4;734.0;115.0;799.0;90.0;1109.0;588.0;19.4;32.4;0.7239;;
13/02/2005;17.00.00;1.0;1053.0;-200.0;4.3;727.0;137.0;789.0;100.0;1081.0;610.0;17.1;35.8;0.6944;;
13/02/2005;18.00.00;2.6;1238.0;-200.0;11.6;1037.0;212.0;583.0;132.0;1388.0;1000.0;15.5;40.7;0.7103;;
13/02/2005;19.00.00;2.5;1188.0;-200.0;9.0;939.0;354.0;658.0;211.0;1234.0;1048.0;14.8;42.8;0.7182;;
13/02/2005;20.00.00;2.1;1150.0;-200.0;7.8;891.0;331.0;684.0;179.0;1198.0;1002.0;13.9;43.8;0.6937;;
13/02/2005;21.00.00;1.0;984.0;-200.0;3.7;694.0;141.0;881.0;116.0;1032.0;711.0;13.7;42.9;0.6687;;
13/02/2005;22.00.00;1.3;1111.0;-200.0;5.3;777.0;228.0;760.0;143.0;1137.0;1024.0;12.5;47.8;0.6877;;
13/02/2005;23.00.00;1.5;1131.0;-200.0;5.6;793.0;228.0;728.0;142.0;1173.0;1054.0;11.8;53.4;0.7366;;
14/02/2005;00.00.00;1.4;1115.0;-200.0;5.3;778.0;203.0;749.0;135.0;1158.0;994.0;10.9;55.9;0.7312;;
14/02/2005;01.00.00;1.6;1133.0;-200.0;6.0;811.0;215.0;708.0;136.0;1182.0;1031.0;10.1;58.9;0.7301;;
14/02/2005;02.00.00;1.1;1024.0;-200.0;4.0;709.0;142.0;798.0;109.0;1120.0;884.0;9.8;61.2;0.7413;;
14/02/2005;03.00.00;0.7;968.0;-200.0;2.8;639.0;-200.0;891.0;-200.0;1080.0;794.0;8.4;67.1;0.7411;;
14/02/2005;04.00.00;0.5;923.0;-200.0;1.8;567.0;66.0;994.0;62.0;1024.0;688.0;8.3;67.2;0.7382;;
14/02/2005;05.00.00;0.4;902.0;-200.0;1.5;548.0;54.0;1063.0;49.0;1024.0;617.0;7.7;68.9;0.728;;
14/02/2005;06.00.00;0.7;995.0;-200.0;2.9;646.0;121.0;895.0;81.0;1053.0;818.0;6.9;70.0;0.6997;;
14/02/2005;07.00.00;0.7;858.0;-200.0;2.2;597.0;141.0;1054.0;104.0;857.0;690.0;9.0;37.3;0.4297;;
14/02/2005;08.00.00;2.3;1233.0;-200.0;11.4;1030.0;388.0;619.0;176.0;1257.0;1291.0;9.4;44.9;0.5296;;
14/02/2005;09.00.00;2.5;1140.0;-200.0;9.5;958.0;366.0;627.0;193.0;1175.0;1200.0;10.3;45.4;0.5666;;
14/02/2005;10.00.00;1.7;1096.0;-200.0;11.6;1036.0;254.0;635.0;168.0;1043.0;1127.0;11.5;39.6;0.5372;;
14/02/2005;11.00.00;2.5;1295.0;-200.0;33.9;1639.0;164.0;477.0;123.0;1013.0;1582.0;11.7;36.9;0.506;;
14/02/2005;12.00.00;2.1;926.0;-200.0;7.6;882.0;142.0;744.0;111.0;913.0;700.0;11.8;36.2;0.4999;;
14/02/2005;13.00.00;1.1;970.0;-200.0;7.0;857.0;162.0;748.0;120.0;990.0;693.0;12.0;38.7;0.5402;;
14/02/2005;14.00.00;1.3;960.0;-200.0;6.9;853.0;177.0;782.0;123.0;967.0;709.0;13.7;30.3;0.4724;;
14/02/2005;15.00.00;1.1;941.0;-200.0;5.8;800.0;157.0;823.0;115.0;917.0;671.0;12.6;30.6;0.4443;;
14/02/2005;16.00.00;1.1;921.0;-200.0;5.2;771.0;162.0;850.0;120.0;885.0;632.0;13.0;27.4;0.4085;;
14/02/2005;17.00.00;1.4;940.0;-200.0;6.4;829.0;209.0;823.0;140.0;901.0;716.0;13.6;22.7;0.3529;;
14/02/2005;18.00.00;2.3;1036.0;-200.0;11.9;1046.0;304.0;694.0;185.0;1044.0;1059.0;11.8;23.0;0.3171;;
14/02/2005;19.00.00;4.2;1102.0;-200.0;17.4;1221.0;484.0;609.0;212.0;1136.0;1329.0;10.7;19.9;0.2547;;
14/02/2005;20.00.00;3.5;1035.0;-200.0;14.7;1141.0;399.0;670.0;200.0;1018.0;1196.0;10.4;18.0;0.2269;;
14/02/2005;21.00.00;3.0;990.0;-200.0;10.0;978.0;390.0;751.0;191.0;928.0;1131.0;9.7;20.6;0.2488;;
14/02/2005;22.00.00;1.7;950.0;-200.0;6.6;839.0;287.0;834.0;169.0;878.0;977.0;9.4;24.8;0.2923;;
14/02/2005;23.00.00;1.6;988.0;-200.0;6.6;839.0;202.0;803.0;139.0;936.0;963.0;8.8;31.2;0.3533;;
15/02/2005;00.00.00;1.0;884.0;-200.0;3.1;658.0;126.0;982.0;102.0;813.0;581.0;8.7;31.2;0.3521;;
